PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
17413027,Diffusion Tensor Imaging of Normal Appearing White Matter and Its Correlation with Cognitive Functioning in Mild Cognitive Impairment and Alzheimers Disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,,,single study,,,,no mention,Correlation between NAWM diffusion changes and cognitive functioning;Mild Cognitive Impairment and Alzheimer's disease vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
31778276,Microstructural abnormalities of substantia nigra in Parkinsons disease: A neuromelanin sensitive MRI atlas based study,humans,Healthy controls;Parkinson's disease,Diffusion Tensor Imaging (DTI);Neuromelanin Sensitive MRI;diffusion MRI;Anatomical MRI,,,single study,FA;MD,MNI,,increase,Parkinson's disease patients vs healthy controls,yes,yes,no,Parkinson Disease
31227891,"Structural integrity in subjective cognitive decline, mild cognitive impairment and Alzheimers disease based on multicenter diffusion tensor imaging",humans,Subjective cognitive decline;Mild cognitive impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Cingulum;Corona Radiata;Superior Longitudinal Fasciculus;Corpus Callosum - Splenium;Corpus Callosum;Inferior Longitudinal Fasciculus,,single study,FA;MD;MO,,ANOVA;voxel-based analysis;regression,decrease;increase,Alzheimer's disease vs Healthy controls;Subjective cognitive decline vs Healthy controls;Mild cognitive impairment vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
32808747,Small vessel disease more than Alzheimers disease determines diffusion MRI alterations in memory clinic patients,humans,Small Vessel Disease;memory clinic patients;Alzheimer's disease,diffusion weighted MRI;diffusion MRI;DTI,,,single study,,,voxel-wise regression;random forest;linear regression,no mention,Small vessel disease vs Alzheimer's disease contribution to diffusion MRI alterations in memory clinic patients,yes,yes,yes,Cerebral Small Vessel Disease;Alzheimers Disease
19100839,Decreased white matter integrity in late-myelinating fiber pathways in Alzheimers disease supports retrogenesis,humans,Healthy controls;Alzheimer's disease,diffusion tensor imaging,Cerebral Peduncle;posterior limb of internal capsule;Inferior Longitudinal Fasciculus;Superior Longitudinal Fasciculus,TBSS,single study,FA;RD,,voxelwise analysis;permutation test;ROI analysis,decrease,Alzheimer's disease patients vs healthy older adults comparing late-myelinating versus early-myelinating white matter pathways,yes,yes,yes,Alzheimers Disease
23876242,"Relationship between excitability, plasticity and thickness of the motor cortex in older adults",humans,Healthy older adults,diffusion MRI;Anatomical MRI,Pyramidal Tract,,single study,FA,,correlation;regression,no mention,Correlation between cortical physiology (excitability) and verbal learning ability;Associations between cortical thickness and FA of the pyramidal tract with motor cortex excitability and LTP-like plasticity in healthy older adults,yes,yes,no,
29923666,Regional structural hypo-and hyperconnectivity of frontalstriatal and frontal-thalamic pathways in behavioral variant frontotemporal dementia,humans,Healthy controls;Behavioral Variant Frontotemporal Dementia,diffusion MRI;Anatomical MRI,Thalamo-Prefrontal;Striato-Prefrontal,,single study,FA;MD,,,decrease,Behavioral Variant Frontotemporal Dementia vs Healthy controls,yes,yes,yes,Behavioral Variant Frontotemporal Dementia
22384251,Using Support Vector Machines with Multiple Indices of Diffusion for Automated Classification of Mild Cognitive Impairment,humans,Mild Cognitive Impairment;Healthy controls,diffusion MRI,,,single study,,,classification;support vector machine,no mention,Mild Cognitive Impairment subjects vs healthy older controls,yes,yes,no,Mild Cognitive Impairment
17200485,Diffusion tensor imaging of cingulum fibers in mild cognitive impairment and Alzheimer disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,Anatomical MRI;diffusion MRI;DTI,Cingulum;posterior cingulate;Parahippocampal Cingulum;Corpus Callosum - Splenium,,single study,FA,,,decrease,DTI plus hippocampal volume vs structural MRI for diagnostic accuracy;AD vs MCI;MCI and AD vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
23613774,Mechanisms of Cognitive Impairment in Cerebral Small Vessel Disease: Multimodal MRI Results from the St Georges Cognition and Neuroimaging in Stroke (SCANS) Study,humans,Lacunar stroke;Cerebral Small Vessel Disease;Healthy controls,diffusion MRI;Anatomical MRI,,,single study,RD;AD,,regression,decrease,Contribution of whole-brain MRI markers to cognitive impairment in SVD;Cerebral Small Vessel Disease patients vs Healthy controls,yes,yes,no,Cerebral Small Vessel Disease
21841260,"Multimodal Imaging in Diagnosis of Alzheimers Disease and Amnestic Mild Cognitive Impairment: Value of Magnetic Resonance Spectroscopy, Perfusion, and Diffusion Tensor Imaging of the Posterior Cingulate Region",humans,amnestic Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,Diffusion Tensor Imaging;Magnetic Resonance Spectroscopy;Perfusion Weighted Imaging;Anatomical MRI,posterior cingulate,,single study,FA,,correlation,no mention,Alzheimer's disease vs amnestic mild cognitive impairment vs healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
21168157,Comparison of diffusion tensor imaging and voxel-based morphometry to detect white matter damage in Alzheimers disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Cingulum;Corpus Callosum - Splenium,SPM,single study,,,statistical parametric mapping;voxel-based morphometry,decrease,Alzheimer's disease vs healthy controls,yes,yes,yes,Alzheimers Disease
24121958,"Relationship among Diffusion Tensor Imaging, EEG Activity, and Cognitive Status in Mild Cognitive Impairment and Alzheimers Disease Patients",humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,EEG;diffusion MRI;Anatomical MRI,Corpus Callosum - Genu,,single study,FA,,correlation,decrease,"Alzheimer's disease and Mild Cognitive Impairment patients vs healthy controls;relation among DTI, EEG activity, and cognitive status in Alzheimer's disease and Mild Cognitive Impairment patients",yes,yes,yes,Mild Cognitive Impairment;Dementia;Alzheimers Disease
33661150,,humans,CADASIL;Healthy controls,diffusion MRI;Anatomical MRI,Cingulum;Corona Radiata;Uncinate Fasciculus;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum;Thalamic Radiation;External Capsule;Internal Capsule;Inferior Longitudinal Fasciculus,TBSS,single study,MD;AD;MO;FA;RD,,correlation,decrease;increase,CADASIL patients vs healthy controls,yes,yes,no,Cerebral Small Vessel Disease
15178944,MRI with Diffusion Tensor Imaging Post-Mortem at 3.0 T in a Patient with Frontotemporal Dementia,humans,Frontotemporal Dementia,diffusion MRI;Anatomical MRI,,,single study,,,,decrease,Frontotemporal Dementia patient DTI compared with histopathology,yes,yes,yes,Frontotemporal Dementia
23787190,"Diffusion tensor imaging measures of normal appearing white matter in patients who are aging, or have amnestic mild cognitive impairment, or Alzheimers disease",humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Corpus Callosum - Splenium;Corpus Callosum,,single study,FA;MD,,correlation,decrease;increase,Alzheimer's disease vs Healthy controls;Mild Cognitive Impairment vs Alzheimer's disease;Mild Cognitive Impairment vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
26988810,A Diffusion Tensor Imaging Study on White Matter Abnormalities in Patients with Type 2 Diabetes Using Tract-Based Spatial Statistics,humans,Type 2 diabetes mellitus with normal cognition;Type 2 diabetes mellitus with mild cognitive impairment;Healthy controls,diffusion MRI;DTI,Cingulum (Hippocampus),Tract-Based Spatial Statistics,single study,FA;MD;AD;RD,,receiver operating characteristic analysis,decrease;increase,Type 2 diabetes mellitus with mild cognitive impairment vs Type 2 diabetes mellitus with normal cognition;Type 2 diabetes mellitus with mild cognitive impairment vs healthy controls;Type 2 diabetes mellitus with normal cognition vs healthy controls,yes,yes,no,Mild Cognitive Impairment
28764771,Sensitivity of restriction spectrum imaging to memory and neuropathology in Alzheimers disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimers Disease,diffusion MRI;Anatomical MRI,Arcuate Fasciculus,,single study,ND;IF;MD;FA,,correlation;group comparison;classification;regression,decrease;increase,Microstructural measures predicting memory performance;RSI measures vs DTI measures;Microstructural measures correlating with amyloid-β levels;Sensitivity of RSI to microstructural changes in MCI and AD vs healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
28754095,Comparison of neuropsychiatric symptoms and diffusion tensor imaging correlates among patients with subcortical ischemic vascular disease and Alzheimers disease,humans,Subcortical ischemic vascular disease;Alzheimer's disease,diffusion MRI,Corpus Callosum - Genu;Uncinate Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum - Splenium;Forceps Major;body of corpus callosum,,single study,FA;MD,,correlation;regression,decrease,Associations between BPSD and DTI measures;Subcortical ischemic vascular disease patients vs Alzheimer's disease patients,yes,yes,yes,Alzheimers Disease;Small Vessel Ischemic Disease
33393804,Neural Correlates of Daily Function: A Pilot Study of the White Matter Retrogenesis Hypothesis and Three Separate Performance-Based Functional Assessments,humans,Cognitively normal;Older adults;Alzheimer's disease,diffusion MRI;DTI,,,single study,FA,,regression,increase,"Medication management performance vs late-myelinated white matter FA;Performance-based functional assessments (finances, communication) vs late- and early-myelinated white matter FA",yes,yes,yes,Dementia;Alzheimers Disease
33314416,Altered Regional Brain Homogeneity of BOLD Signal in CADASIL: A Resting State fMRI Study,humans,CADASIL patients;Healthy controls,diffusion MRI;fMRI;Anatomical MRI,,,single study,MD,,correlation,no mention,Correlation of ReHo with white matter lesion burden and MD in CADASIL patients;CADASIL patients vs healthy controls,yes,yes,no,
30461106,Diffusion Tensor Imaging of the Superior Thalamic Radiation and Cerebrospinal Fluid Distribution in Idiopathic Normal Pressure Hydrocephalus,humans,Idiopathic Normal Pressure Hydrocephalus;Healthy controls;Alzheimer's disease,DTI;diffusion MRI;Anatomical MRI,dentatothalamic tract;Superior Thalamic Radiation;Corticospinal Tract,DTI Studio,single study,MD,,,decrease,Idiopathic Normal Pressure Hydrocephalus patients vs Alzheimer's disease and healthy controls,yes,yes,yes,Idiopathic Normal Pressure Hydrocephalus;Alzheimers Disease
24990445,A study of structural and functional connectivity in early Alzheimers disease using rest fMRI and diffusion tensor imaging,humans,Healthy controls;Alzheimer's disease,diffusion tensor imaging;resting state fMRI,,,single study,FA,,dual regression;voxel-wise statistics,no significant change,mild Alzheimer's disease vs Healthy controls,yes,yes,yes,Alzheimers Disease
19913331,Diffusion tensor imaging and Tract-Based Spatial Statistics in Alzheimers disease and mild cognitive impairment,humans,Alzheimers disease;Mild cognitive impairment;Healthy controls,diffusion MRI,Cingulum;Fornix;Parahippocampal Cingulum;Uncinate Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum;Inferior Longitudinal Fasciculus,TBSS,single study,FA,,voxel-based analysis;ROI-based analysis,decrease,Alzheimers disease patients vs healthy controls;Mild cognitive impairment subjects vs healthy controls;Alzheimers disease vs Mild cognitive impairment,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
24251793,Clinical Investigative Study Use of Diffusion Tensor Imaging for Evaluating Changes in the Microstructural Integrity of White Matter Over 3 Years in Patients with Amnesic-Type Mild Cognitive Impairment Converting to Alzheimers Disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Corpus Callosum - Genu;Inferior Fronto-Occipital Fasciculus;Cingulate Cingulum,,single study,FA;MD,,,decrease;increase,amnestic MCI subjects vs healthy controls;aMCI converters vs non-converters (conversion to Alzheimer's disease),yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
27861154,Presence of lacunar infarctions is associated with the spatial navigation impairment in patients with mild cognitive impairment: a DTI study,humans,Healthy controls;Lacunar cerebral infarction patients without MCI;Lacunar cerebral infarction patients with MCI,diffusion MRI;DTI,Uncinate Fasciculus,,single study,FA;MD,,correlation,no mention,Lacunar infarction patients with MCI vs lacunar infarction patients without MCI;Lacunar infarction patients with MCI vs cognitively normal controls,yes,yes,no,Mild Cognitive Impairment
25444597,DTI-based maximum density path analysis and classification of Alzheimers disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,,,single study,FA;MD,,correlation;classification;support vector machine,no mention,Classification of AD vs controls;Alzheimers disease patients vs healthy controls;Late MCI vs healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
23063453,APOE e4 polymorphism in young adults is associated with improved attention and indexed by distinct neural signatures,humans,APOE e4 carriers;APOE e4 non-carriers,diffusion MRI;fMRI,,,single study,,,correlation,no mention,APOE e4 carriers vs non-e4 carriers in young adults (behavioural and neural signatures),yes,yes,no,
29758374,Age and Alzheimers pathology disrupt default mode network functioning via alterations in white matter microstructure but not hyperintensities,humans,Cognitively normal older adults;Younger adults,FLAIR;diffusion MRI;fMRI,,,single study,,,mediation analysis;correlation,decrease,Alzheimers pathology vs no pathology (effects on DMN deactivation);Older adults vs younger adults (DMN deactivation),yes,yes,yes,Alzheimers Disease
39265269,Comparing the imaging characteristics of middle-aged patients with multiple sclerosis and CADASIL: A retrospective cross-sectional study,humans,Multiple Sclerosis;CADASIL,diffusion MRI;Susceptibility-weighted imaging;Anatomical MRI,External Capsule;Corpus Callosum - Splenium;Corpus Callosum,,single study,FA;MD,,,decrease;increase,MS patients vs CADASIL patients,yes,yes,no,
30507747,Classification of amyloid PET images using novel features for early diagnosis of Alzheimers disease and mild cognitive impairment conversion,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,PET;Anatomical MRI,,,single study,,,classification;support vector machine,decrease,Prediction of MCI to Alzheimer'S disease conversion;Alzheimer's disease patients vs Healthy controls;MCI converters vs MCI non-converters,no,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
20881397,Diffusion Tensor Imaging Changes Correlate with Cognition Better than Conventional MRI Findings in Patients with Subcortical Ischemic Vascular Disease,humans,Subcortical Ischemic Vascular Disease;Vascular Dementia,Diffusion Tensor Imaging;Anatomical MRI,,,single study,,,correlation,no mention,DTI vs conventional MRI correlations with cognition in SIVD patients,yes,yes,yes,Vascular Dementia
16754694,Diffusion indices on magnetic resonance imaging and neuropsychological performance in amnestic mild cognitive impairment,humans,Mild Cognitive Impairment;Healthy controls,diffusion MRI;Anatomical MRI,Parahippocampal Cingulum,,single study,FA;MD,,correlation;gaussian random field theory;voxel-wise analysis,decrease,amnestic mild cognitive impairment vs age-matched healthy elderly controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
23245561,"Longitudinal, region-specific course of diffusion tensor imaging measures in mild cognitive impairment and Alzheimers disease",humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Fornix;(Anterior) Cingulum Bundle;Corpus Callosum - Splenium,,single study,FA;MD,,,decrease;increase,Alzheimer's disease vs Mild Cognitive Impairment vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
24577476,Fractional Anisotropy Changes in Alzheimers Disease Depend on the Underlying Fiber Tract Architecture: A Multiparametric DTI Study using Joint Independent Component Analysis,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,,,single study,FA;Mode,,joint independent component analysis,no mention,MCI-AD patients vs controls;Alzheimer's disease patients vs controls,yes,yes,yes,Mild Cognitive Impairment;Dementia;Alzheimers Disease
24445093,Quantitative measurement to evaluate morphological changes of the corpus callosum in patients with subcortical ischemic vascular dementia,humans,Healthy controls;Subcortical ischemic vascular dementia (SIVD),diffusion MRI;diffusion tensor imaging (DTI);Anatomical MRI,Corpus Callosum - Genu;Corpus Callosum - Splenium;Corpus Callosum - Posterior Midbody;Corpus Callosum;Corpus Callosum - Anterior Midbody;body of corpus callosum,,single study,FA,,,decrease,SIVD patients vs healthy controls,yes,yes,yes,Vascular Dementia
38297073,,,,,,,,,,,,,no,no,no,
39107406,Microstructural brain assessment in late-life depression and apathy using diffusion MRI multi-compartments models and tractometry,humans,Late-life depression;Healthy controls,diffusion tensor imaging;diffusion MRI,Striato-Premotor,,single study,,,principal component analysis;multivariate statistical analysis,no mention,Late-life depression vs Healthy controls;Association between apathy and white matter microstructure in LLD,no,yes,no,
12955221,,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Corpus Callosum - Genu;Internal Capsule;Corpus Callosum - Splenium,,single study,FA;MD,,,decrease;increase,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
26505297,Application of neurite orientation dispersion and density imaging (NODDI) to a tau pathology model of Alzheimers disease,mice,rTg4510 (TG);wild type (WT) controls,diffusion MRI,,,single study,FA;NDI;ODI,,correlation,decrease;increase,NODDI vs DTI specificity to tau pathology;rTg4510 (TG) animals vs wild type (WT) controls,yes,no,yes,Alzheimers Disease
23224456,Diffusion Tensor Imaging of Neuropsychiatric Symptoms in Mild Cognitive Impairment and Alzheimers Dementia,humans,Alzheimers dementia;Mild Cognitive Impairment,diffusion MRI,Fornix;Corpus Callosum - Splenium;Cerebral Peduncle;Cingulum Bundle;(Anterior) Cingulum Bundle,,single study,FA,,logistic regression,decrease,Neuropsychiatric symptoms vs white matter integrity in Mild Cognitive Impairment and Alzheimers dementia,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
24237038,The association between biomarkers in cerebrospinal fluid and structural changes in the brain in patients with Alzheimers disease,humans,Mild Cognitive Impairment;Subjective Cognitive Impairment;Alzheimer's disease,diffusion MRI;Anatomical MRI,,,single study,FA;MD,,correlation,decrease;increase,"Relationship between CSF biomarkers and GM volume, FA and MD in AD, MCI and SCI",yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
36087430,Why can spontaneous intracranial hypotension cause behavioral changes? A case report and multimodality neuroimaging comparison with frontotemporal dementia,humans,Frontotemporal Brain Sagging Syndrome;Healthy controls;Behavioral Variant Frontotemporal Dementia,diffusion MRI;fMRI;Anatomical MRI,Corpus Callosum - Splenium,,single study,,,,decrease,FBSS patient vs bvFTD patients;FBSS patient vs Healthy controls,yes,yes,yes,Behavioral Variant Frontotemporal Dementia
21340578,"DTI studies in patients with Alzheimers disease, mild cognitive impairment, or normal cognition with evaluation of the intrinsic background gradients",humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,,,single study,FA;MD,,ANOVA,increase,Alzheimer's disease vs Mild Cognitive Impairment vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
25354135,Clinical Investigative Study Structural Connectivity Changes Underlying Altered Working Memory Networks in Mild Cognitive Impairment: A Three-Way Image Fusion Analysis,humans,Mild Cognitive Impairment;Healthy controls;Alzheimers Disease,diffusion MRI;fMRI,Corticospinal Tract,,single study,FA,,joint independent component analysis,decrease;increase,Mild Cognitive Impairment and Alzheimers Disease subjects vs healthy elderly controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
15171548,"An official website of the United States government Heres how you know . 2004 Apr;26(2):134-8. Relationship between the data from MR-diffusion tensor imaging and the clinical cognitive evaluation in Alzheimers disease Article in Chinese Ye Sun , Xiang-ke Du, Zhen-xin Zhang, Xia Chen Affiliations PMID: 15171548",humans,Healthy controls;Alzheimer's disease,diffusion MRI,Corpus Callosum - Genu,,single study,FA,,t-test;correlation,no mention,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
31352218,NeuroImage: Clinical,humans,Major Depressive Disorder;Traumatic brain injury;Healthy controls,PET;diffusion MRI;Anatomical MRI,Cingulum;Uncinate Fasciculus,,single study,FA,,voxelwise analysis;correlation;region-of-interest analysis,decrease,TBI patients vs healthy controls;Relationship between D2D3 receptor availability and white matter integrity after TBI;TBI with MDD vs TBI without MDD,yes,yes,no,
25076830,Mapping of ApoE4 Related White Matter Damage using Diffusion MRI,humans,ApoE ε4 carriers,diffusion MRI,Cingulum;Hippocampal Cingulum,,single study,,,correlation;regression,no mention,ApoE-ε4 carriers vs non-carriers,yes,yes,yes,Alzheimers Disease
20404309,Gray and white matter water diffusion in the syndromic variants of frontotemporal dementia,humans,Healthy controls;Semantic dementia;Progressive nonfluent aphasia;Behavioral Variant Frontotemporal Dementia,Anatomical MRI;diffusion MRI;DTI,Inferior Longitudinal Fasciculus;Uncinate Fasciculus;Superior Longitudinal Fasciculus,,single study,FA;MD;AD;RD,,,no mention,Behavioral Variant Frontotemporal Dementia vs Healthy controls;Progressive nonfluent aphasia vs Healthy controls;Semantic dementia vs Healthy controls,yes,yes,yes,Semantic Variant Of Primary Progressive Aphasia;Frontotemporal Dementia;Behavioral Variant Frontotemporal Dementia;Primary Progressive Aphasia
24636489,Lack of association of the rs1344706 ZNF804A variant with cognitive functions and DTI indices of white matter microstructure in two independent healthy populations,humans,Healthy controls,diffusion weighted MRI;diffusion MRI,,TBSS,single study,FA;RD,,voxel-wise statistical modeling,no mention,Association of rs1344706 genotype with cognitive functions and DTI indices in healthy adults,yes,yes,no,
34636637,Diffusion Tensor MRI Structural Connectivity and PET Amyloid Burden in Preclinical Autosomal Dominant Alzheimer Disease: The DIAN Cohort,humans,Autosomal Dominant Alzheimer'S Disease,PET;diffusion MRI,,,single study,,,,,Relationship between diffusion tensor MRI structural connectivity and PET amyloid burden in preclinical Autosomal Dominant Alzheimer'S Disease (DIAN cohort),yes,yes,yes,Autosomal Dominant Alzheimer'S Disease
33530016,Comparison of regional brain deficit patterns in common psychiatric and neurological disorders as revealed by big data,humans,Major depressive disorder;Alzheimer's disease;Parkinson's disease;Stroke;Bipolar disorder;Dementia;Healthy controls;Anxiety disorder,diffusion MRI;Anatomical MRI,,,single study,,,t-test,increase,Stroke vs healthy controls;Dementia vs healthy controls;Parkinson's disease vs healthy controls;Alzheimer's disease vs healthy controls;Anxiety disorder vs healthy controls;Major depressive disorder vs healthy controls;Bipolar disorder vs healthy controls,yes,yes,yes,Parkinson Disease;Dementia;Alzheimers Disease
33108404,Plasma neurofilament light protein correlates with diffusion tensor imaging metrics in frontotemporal dementia,humans,Behavioral Variant Frontotemporal Dementia,Anatomical MRI;diffusion MRI;DTI,Cingulum Bundle;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Anterior Thalamic Radiation,,single study,FA,,correlation,decrease,Association between plasma neurofilament light (NfL) levels and DTI metrics/white matter integrity in behavioral variant frontotemporal dementia patients,yes,yes,yes,Behavioral Variant Frontotemporal Dementia
22430530,Multiple Diffusivities Define White Matter Degeneration in Amnestic Mild Cognitive Impairment and Alzheimers Disease,humans,Mild cognitive impairment;Healthy controls;Alzheimer's disease,diffusion MRI;diffusion-tensor imaging (DTI);Anatomical MRI,,,single study,FA;MD;AD;RD,,voxel-wise analysis;correlation,decrease;no mention,amnestic mild cognitive impairment vs healthy controls;amnestic mild cognitive impairment vs mild Alzheimer's disease;mild Alzheimer's disease vs healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
23701948,APOE-related biomarker profiles in non-pathological aging and early phases of Alzheimers disease ଝ,humans,APOE E4 carriers;Healthy controls;Alzheimer's disease,,,,review,,,,,APOE E4 carriers vs non-carriers (effects of APOE genotype on brain structure and function in healthy and clinical populations);APOE-related biomarker profiles in non-pathological aging and early phases of Alzheimer's disease,no,yes,yes,Dementia;Alzheimers Disease
21803153,White matter integrity and vulnerability to Alzheimers disease: Preliminary findings and future directions,humans,Mild Cognitive Impairment;High AD-risk individuals;Alzheimer's disease,diffusion MRI,,,review,RD,,,decrease,High AD-risk individuals vs controls,yes,yes,yes,Alzheimers Disease
22617636,Discovering Alzheimers disease and bipolar disorder white matter effects building computer aided diagnostic systems on brain diffusion tensor imaging features,humans,Bipolar;Healthy controls;Alzheimer's disease,diffusion tensor imaging;diffusion MRI;Anatomical MRI,,,single study,FA,,correlation;classification,no mention,Alzheimer's disease vs Bipolar vs Healthy controls,yes,yes,yes,Alzheimers Disease
20339558,Surface-Based Analysis on Shape and Fractional Anisotropy of White Matter Tracts in Alzheimers Disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI;Diffusion tensor imaging (DTI),Cingulum;External Sagittal Stratum,LDDMM,single study,FA,,correlation,decrease,Alzheimer's disease patients vs healthy controls,yes,yes,yes,Alzheimers Disease
23149037,Structural and functional cortical disconnection in Alzheimers disease: A combined study using diffusion tensor imaging and transcranial magnetic stimulation,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Corticospinal Tract;Corpus Callosum,,single study,FA;MD,,correlation,decrease,Alzheimer's disease patients vs healthy controls,yes,yes,yes,Alzheimers Disease
23644540,In vivo quantitative whole-brain diffusion tensor imaging analysis of APPPS1 transgenic mice using voxel-based and atlas-based methods,mice,APPPS1 transgenic mice;wildtype controls,diffusion MRI;Anatomical MRI,,,single study,FA;MD;AD;RD,,kappa statistics,increase,spatial localization of pathology in APPPS1 mouse model;APPPS1 mice vs wildtype controls,yes,no,yes,Alzheimers Disease
28487471,Using DTI to assess white matter microstructure in cerebral small vessel disease (SVD) in multicentre studies,humans,Cerebral small vessel disease,diffusion MRI;Anatomical MRI,Global,,single study,FA;MD,,regression,,Association of DTI metrics with cognition and quality of life in cerebral small vessel disease patients (multicentre),yes,yes,no,Cerebral Small Vessel Disease
21674695,Disruption of Limbic White Matter Pathways in Mild Cognitive Impairment and Alzheimers Disease: A DTIFDG-PET Study,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,FDG-PET;diffusion MRI,Cingulum Bundle;Fornix,,single study,FA,,correlation,decrease,Alzheimer's disease vs Healthy controls;Mild Cognitive Impairment vs Alzheimer's disease;Association between cingulum integrity and PCC hypometabolism in MCI/AD;Mild Cognitive Impairment vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
23370057,An unbiased longitudinal analysis framework for tracking white matter changes using diffusion tensor imaging with application to Alzheimers disease,humans,Alzheimer's disease,diffusion tensor imaging;diffusion MRI,Global,,single study,FA,,bootstrap;test-retest,no mention,tensor-based registration vs FA-based registration in longitudinal DTI for Alzheimer's disease,yes,yes,yes,Alzheimers Disease
20724035,A complementary diffusion tensor imaging (DTI)-histological study in a model of Huntingtons disease,rats,QUIN -ctx;QUIN +ctx;quinolinic acid (QUIN) rat model of Huntingtons disease,diffusion MRI;DTI,,,single study,FA;MD;AD;RD,,,decrease;increase,QUIN +ctx vs QUIN -ctx animals,yes,no,no,
25537012,Diffusion Tensor Imaging Reveals Visual Pathway Damage in Patients with Mild Cognitive Impairment and Alzheimers Disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI;DTI,Corpus Callosum - Splenium,,single study,FA;MD;RD,,,decrease;increase,Alzheimer's disease vs Healthy controls;Mild Cognitive Impairment vs Healthy controls;Alzheimer's disease vs Mild Cognitive Impairment,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
25016128,Structural and Microstructural Brain Changes Predict Impairment in Daily Functioning,humans,community-dwelling individuals;nondemented participants;stroke-free participants,diffusion MRI;Anatomical MRI,,,single study,RD;MD;AD,,logistic regression;linear regression,decrease,Association of structural and microstructural brain changes with impairment in activities of daily living in nondemented individuals,yes,yes,no,
24480090,"White matter connectivity reflects clinical and cognitive status in Huntingtons disease  ,  ,",humans,Premanifest Huntington's disease;Healthy controls;Symptomatic Huntington's disease,Diffusion tensor imaging;diffusion MRI,Striato-Precentral;Striato-Prefrontal;Striato-Parietal,,single study,RD;FA,,correlation;network based statistics;tractography,decrease,Symptomatic Huntington's disease vs Healthy controls;Premanifest Huntington's disease vs Healthy controls;Symptomatic Huntington's disease vs Premanifest Huntington's disease,yes,yes,no,
22569999,A diffusion tensor imaging and neuropsychological study of prospective memory impairment in South African HIV positive individuals,humans,HIV positive;Healthy controls,diffusion MRI,Cingulum;Corona Radiata;Corpus Callosum,,single study,FA;MD,,correlation;voxel-based analysis,decrease,HIV positive vs Healthy controls;HIV positive with poor ProM vs HIV positive with good ProM,yes,yes,no,
