PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
15917103,Color-coded diffusion-tensor-imaging of posterior cingulate fiber tracts in mild cognitive impairment,humans,Alzheimer's dementia;Healthy controls;amnestic mild cognitive impairment,diffusion MRI,posterior cingulate,,single study,FA;MD,,correlation,decrease,amnestic MCI patients vs controls;Alzheimer's patients vs controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
27873148,Local texture descriptors for the assessment of differences in diffusion magnetic resonance imaging of the brain,humans,patients with mild cognitive impairment;healthy controls;mild or moderate Alzheimer's disease,diffusion MRI,,,single study,FA;MD;RD,,specificity analysis;sensitivity analysis,,patients with mild cognitive impairment vs healthy controls;mild or moderate Alzheimer's disease vs healthy controls,yes,yes,yes,Alzheimers Disease
23874403,Diffusion Tensor Tractography versus Volumetric Imaging in the Diagnosis of Behavioral Variant Frontotemporal Dementia,humans,Healthy controls;Behavioral Variant Frontotemporal Dementia,volumetric imaging;diffusion MRI,(Anterior) Cingulum Bundle,,single study,FA;MD;RD,,ROC-AUC;binary logistic regression,increase,patients vs controls,yes,yes,yes,Frontotemporal Dementia
31133818,Longitudinal Changes in Diffusion Tensor Imaging Following Mild Traumatic Brain Injury and Correlation With Outcome,humans,subacute mTBI;healthy controls,diffusion MRI,Anterior Limb Of Internal Capsule;Anterior Corona Radiata;Inferior Fronto-Occipital Fasciculus;Body Of Corpus Callosum;Forceps Major,,single study,FA,,voxel-wise analysis,decrease;increase,mTBI patients vs healthy controls,yes,yes,no,
33651272,An elaborative NMR based plasma metabolomics study revealed metabolic derangements in patients with mild cognitive impairment: a study on north Indian population,humans,Mild cognitive impairment;Healthy controls,diffusion tensor imaging,Fornix;Forceps Major;Corpus Callosum,,single study,,,univariate ROC curve analysis;multivariate ROC curve analysis,decrease,MCI patients vs healthy controls,yes,yes,no,
33855944,An official website of the United States government Heres how you know,,,,,,,,,,,,no,no,no,
31594223,Multicenter Tract-Based Analysis of Microstructural Lesions within the Alzheimers Disease Spectrum: Association with Amyloid Pathology and Diagnostic Usefulness,humans,mild cognitive impairment;subjective cognitive decline;healthy controls;Alzheimer's disease,diffusion MRI;DTI,,,single study,FA,,ANOVA,decrease,MCI and AD dementia vs controls,yes,yes,yes,Alzheimers Disease
24111239,,humans,Normal controls;Alzheimer's disease,diffusion MRI,Fornix,,single study,FA,,,,Alzheimer patients vs Normal controls,yes,yes,yes,Alzheimers Disease
24986110,c o m p u t e r m e t h o d s a n d p r o g r a m s i n b i o m e d i c i n,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Corpus Callosum - Splenium;Fornix;Splenium Of Corpus Callosum;Corpus Callosum - Genu,,single study,FA;DA;MD;RD,,classification;linear fit,no mention,correlation between DTI indices and MMSE score in Alzheimer's disease patients,yes,yes,yes,Alzheimers Disease
40098158,Perivascular space and white matter hyperintensities in Alzheimers disease: associations with disease progression and cognitive function,humans,Healthy controls;Alzheimer's disease,diffusion MRI;FLAIR MRI,,lesion segmentation tool,single study,AD,,correlation,,Alzheimer's disease patients vs healthy controls,yes,yes,yes,Alzheimers Disease
17413027,Diffusion Tensor Imaging of Normal Appearing White Matter and Its Correlation with Cognitive Functioning in Mild Cognitive Impairment and Alzheimers Disease,humans,Mild Cognitive Impairment;Normal controls;Alzheimer's disease,diffusion MRI,,,single study,,,,,MCI and AD vs normal controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
31778276,Microstructural abnormalities of substantia nigra in Parkinsons disease: A neuromelanin sensitive MRI atlas based study,humans,Healthy controls;Parkinson's disease,diffusion MRI;Neuromelanin Sensitive MRI,,,single study,MD,MNI,,increase,Parkinson's patients vs controls,yes,yes,no,Parkinson Disease
31227891,"Structural integrity in subjective cognitive decline, mild cognitive impairment and Alzheimers disease based on multicenter diffusion tensor imaging",humans,mild cognitive impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Cingulum;Splenium Of Corpus Callosum;Anterior Corona Radiata;Superior Longitudinal Fasciculus;Corpus Callosum;Inferior Longitudinal Fasciculus,,single study,FA;MD;MO,,regression,decrease,SCD vs CON;AD vs MCI,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
32808747,Small vessel disease more than Alzheimers disease determines diffusion MRI alterations in memory clinic patients,humans,memory clinic patients,diffusion MRI;DTI,,,single study,FA,,voxel-based regression;multivariable random forest;linear regression,no mention,small vessel disease vs Alzheimer's disease,yes,yes,no,Cerebral Small Vessel Disease;Alzheimers Disease
19100839,Decreased white matter integrity in late-myelinating fiber pathways in Alzheimers disease supports retrogenesis,humans,Healthy controls;Alzheimer's disease,diffusion MRI,posterior limb of internal capsule;Inferior Longitudinal Fasciculus;Superior Longitudinal Fasciculus;cerebral peduncles,,single study,FA;radial diffusion,,voxelwise analysis;tract-based spatial statistics,decrease,Alzheimer's disease patients vs healthy older adults,yes,yes,yes,Alzheimers Disease
23876242,"Relationship between excitability, plasticity and thickness of the motor cortex in older adults",humans,Healthy older adults,diffusion MRI,Pyramidal Tract,,single study,FA,,regression,no mention,cortical excitability and learning ability in older adults,yes,yes,no,Alzheimers Disease
29923666,Regional structural hypo-and hyperconnectivity of frontalstriatal and frontal-thalamic pathways in behavioral variant frontotemporal dementia,humans,behavioral variant frontotemporal dementia;healthy controls,morphological imaging;diffusion imaging,Frontal Forceps;Fronto-Pontine Tract;Inferior Fronto-Occipital Fasciculus,,single study,FA;MD,,,decrease,bvFTD patients vs healthy controls,yes,yes,yes,Frontotemporal Dementia
22384251,Using Support Vector Machines with Multiple Indices of Diffusion for Automated Classification of Mild Cognitive Impairment,humans,Mild Cognitive Impairment;Healthy older subjects,diffusion MRI,,,single study,,,support vector machines,,healthy older subjects vs MCI subjects,yes,yes,no,Alzheimers Disease
17200485,Diffusion tensor imaging of cingulum fibers in mild cognitive impairment and Alzheimer disease,humans,Cognitively normal;Mild Cognitive Impairment;Alzheimer's disease,diffusion MRI;Anatomical MRI,Cingulum;Corpus Callosum - Splenium,,single study,FA,,,decrease,MCI and AD vs CN,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
23613774,Mechanisms of Cognitive Impairment in Cerebral Small Vessel Disease: Multimodal MRI Results from the St Georges Cognition and Neuroimaging in Stroke (SCANS) Study,humans,Cerebral Small Vessel Disease,diffusion MRI;Anatomical MRI,,,single study,RD;AD,,multi-predictor analysis,decrease,SVD patients vs controls,yes,yes,no,Cerebral Small Vessel Disease
21841260,"Multimodal Imaging in Diagnosis of Alzheimers Disease and Amnestic Mild Cognitive Impairment: Value of Magnetic Resonance Spectroscopy, Perfusion, and Diffusion Tensor Imaging of the Posterior Cingulate Region",humans,normal controls;amnestic mild cognitive impairment;Alzheimer's disease,Diffusion Tensor Imaging;Magnetic Resonance Spectroscopy;Perfusion weighted imaging,posterior cingulate,,single study,FA,,correlation,no mention,Alzheimer's disease vs amnestic mild cognitive impairment vs normal controls,yes,yes,yes,Alzheimers Disease
21168157,Comparison of diffusion tensor imaging and voxel-based morphometry to detect white matter damage in Alzheimers disease,humans,Healthy controls;Alzheimer's disease,diffusion tensor imaging;MRI,Cingulum;Splenium Of Corpus Callosum,SPM,single study,,,,,Alzheimer's patients vs healthy controls,yes,yes,yes,Alzheimers Disease
24121958,"Relationship among Diffusion Tensor Imaging, EEG Activity, and Cognitive Status in Mild Cognitive Impairment and Alzheimers Disease Patients",humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Corpus Callosum - Genu,,single study,FA,,correlation,decrease,Alzheimer's disease and MCI patients vs controls,yes,yes,yes,Alzheimers Disease
33661150,,humans,CADASIL;Healthy controls,magnetic resonance imaging,Cingulum;Corona Radiata;Uncinate Fasciculus;Inferior Fronto-Occipital Fasciculus;Corpus Callosum;Thalamic Radiation;External Capsule;Internal Capsule;Inferior Longitudinal Fasciculus,TBSS,single study,MD;AD;MO;FA;RD,,,decrease,CADASIL patients vs healthy controls,yes,yes,no,Dementia
15178944,MRI with Diffusion Tensor Imaging Post-Mortem at 3.0 T in a Patient with Frontotemporal Dementia,humans,Frontotemporal Dementia,diffusion tensor imaging;MRI,,,single study,,,,,,yes,yes,yes,Frontotemporal Dementia
23787190,"Diffusion tensor imaging measures of normal appearing white matter in patients who are aging, or have amnestic mild cognitive impairment, or Alzheimers disease",humans,Healthy controls;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI,Corona Radiata;Corpus Callosum - Splenium,,single study,FA;MD,,,decrease,aMCI vs Alzheimer's disease,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
26988810,A Diffusion Tensor Imaging Study on White Matter Abnormalities in Patients with Type 2 Diabetes Using Tract-Based Spatial Statistics,humans,Patients with mild cognitive impairment;Healthy controls;Type 2 diabetes mellitus,diffusion MRI,Cingulum,TBSS,single study,FA;MD;AD;RD,,receiver operating characteristic,decrease;increase,diabetes mellitus with mild cognitive impairment vs normal cognition,yes,yes,no,
28764771,Sensitivity of restriction spectrum imaging to memory and neuropathology in Alzheimers disease,humans,mild cognitive impairment;healthy controls;Alzheimer's disease,diffusion MRI,Arcuate Fasciculus,,single study,ND;IF;FA,,,decrease,mild cognitive impairment and Alzheimer's patients vs healthy controls,yes,yes,yes,Alzheimers Disease
28754095,Comparison of neuropsychiatric symptoms and diffusion tensor imaging correlates among patients with subcortical ischemic vascular disease and Alzheimers disease,humans,subcortical ischemic vascular disease;Alzheimer's disease,diffusion MRI,Uncinate Fasciculus;Superior Longitudinal Fasciculus;Forceps Major;Corpus Callosum,,single study,FA;MD,,linear regression,decrease,SIVD patients vs Alzheimer's patients,yes,yes,yes,Alzheimers Disease
33393804,Neural Correlates of Daily Function: A Pilot Study of the White Matter Retrogenesis Hypothesis and Three Separate Performance-Based Functional Assessments,humans,cognitively normal,diffusion MRI,Global,,single study,FA,,linear regression,increase,performance-based functional assessments and brain alterations,yes,yes,no,
33314416,Altered Regional Brain Homogeneity of BOLD Signal in CADASIL: A Resting State fMRI Study,humans,CADASIL;Healthy controls,rsfMRI;DTI,,,single study,MD,,correlation,no mention,CADASIL patients vs controls,yes,yes,no,Dementia
30461106,Diffusion Tensor Imaging of the Superior Thalamic Radiation and Cerebrospinal Fluid Distribution in Idiopathic Normal Pressure Hydrocephalus,humans,Healthy elderly;Idiopathic Normal Pressure Hydrocephalus;Alzheimer's disease,T1-weighted MRI;diffusion MRI,Superior Thalamic Radiation;Corticospinal Tract;Dentatorubrothalamic Tract,DTI studio,single study,MD,,,,iNPH patients vs AD and healthy controls,yes,yes,yes,Idiopathic Normal Pressure Hydrocephalus
24990445,A study of structural and functional connectivity in early Alzheimers disease using rest fMRI and diffusion tensor imaging,humans,Alzheimers disease;cognitively healthy controls,rest fMRI;DTI,,,single study,FA,,dual regression,no mention,mild AD patients vs CHc,yes,yes,yes,Alzheimers Disease
19913331,Diffusion tensor imaging and Tract-Based Spatial Statistics in Alzheimers disease and mild cognitive impairment,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Fornix;Cingulum;Uncinate Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum;Inferior Longitudinal Fasciculus,,single study,FA,,voxel-based analysis;region of interest (ROI)-based analysis,decrease,MCI patients vs controls;AD patients vs controls;AD patients vs MCI patients,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
24251793,Clinical Investigative Study Use of Diffusion Tensor Imaging for Evaluating Changes in the Microstructural Integrity of White Matter Over 3 Years in Patients with Amnesic-Type Mild Cognitive Impairment Converting to Alzheimers Disease,humans,normal controls;amnestic mild cognitive impairment,DTI;MRI,Corpus Callosum - Genu;Cingulum;Inferior Fronto-Occipital Fasciculus;Cingulate Fasciculus,,single study,FA,,ANOVA,decrease,aMCI subjects vs controls,yes,yes,yes,Alzheimers Disease
27861154,Presence of lacunar infarctions is associated with the spatial navigation impairment in patients with mild cognitive impairment: a DTI study,humans,lacunar infarction;mild cognitive impairment,diffusion MRI,Uncinate Fasciculus,,single study,FA;MD,,,decrease,lacunar infarction patients vs non MCI patients,yes,yes,no,Dementia
25444597,DTI-based maximum density path analysis and classification of Alzheimers disease,humans,mild cognitive impairment;elderly controls;Alzheimer's disease,diffusion MRI,,,single study,FA;MD,,SVM,,CTL vs late MCI;AD patients vs controls,yes,yes,yes,Alzheimers Disease
23063453,APOE e4 polymorphism in young adults is associated with improved attention and indexed by distinct neural signatures,humans,,diffusion MRI;fMRI,,,single study,,,,,e4 carriers vs non-e4 carriers,yes,yes,no,
29758374,Age and Alzheimers pathology disrupt default mode network functioning via alterations in white matter microstructure but not hyperintensities,humans,cognitively normal older adults;younger adults,diffusion MRI;fMRI,Global,,single study,,,,decrease,older adults vs younger adults,yes,yes,no,Alzheimers Disease
39265269,Comparing the imaging characteristics of middle-aged patients with multiple sclerosis and CADASIL: A retrospective cross-sectional study,humans,CADASIL;multiple sclerosis,diffusion tensor imaging;FLAIR;susceptibility-weighted imaging;3D T1-weighted imaging,External Capsule;Corpus Callosum,,single study,FA;MD,,p-value,no mention,multiple sclerosis vs CADASIL,yes,yes,no,
30507747,Classification of amyloid PET images using novel features for early diagnosis of Alzheimers disease and mild cognitive impairment conversion,humans,Mild cognitive impairment;Healthy volunteers;Alzheimer's disease,PET,,,single study,,,support vector machine,,MCI patients who progress to pAD vs healthy volunteers,no,yes,yes,Alzheimers Disease
20881397,Diffusion Tensor Imaging Changes Correlate with Cognition Better than Conventional MRI Findings in Patients with Subcortical Ischemic Vascular Disease,humans,Subcortical Ischemic Vascular Disease,diffusion MRI,,,single study,,,,,cognitive impairment detection in SIVD patients,yes,yes,no,
16754694,Diffusion indices on magnetic resonance imaging and neuropsychological performance in amnestic mild cognitive impairment,humans,healthy elderly adults;amnestic mild cognitive impairment,diffusion MRI;MRI,,automated image analysis tools,single study,FA;MD,,gaussian random field theory,increase,amnestic mild cognitive impairment patients vs healthy controls,yes,yes,yes,Alzheimers Disease
23245561,"Longitudinal, region-specific course of diffusion tensor imaging measures in mild cognitive impairment and Alzheimers disease",humans,mild cognitive impairment;Alzheimers disease;normal controls,3-Tesla MRI;diffusion MRI,Fornix;Splenium,,single study,FA;MD,,,increase,Alzheimers disease vs mild cognitive impairment vs normal controls,yes,yes,yes,Alzheimers Disease
24577476,Fractional Anisotropy Changes in Alzheimers Disease Depend on the Underlying Fiber Tract Architecture: A Multiparametric DTI Study using Joint Independent Component Analysis,humans,mild cognitive impairment;healthy elderly controls;Alzheimer's disease,diffusion MRI,,,single study,FA,,,,Alzheimer's disease patients vs mild cognitive impairment vs healthy controls,yes,yes,yes,Alzheimers Disease
24445093,Quantitative measurement to evaluate morphological changes of the corpus callosum in patients with subcortical ischemic vascular dementia,humans,healthy subjects;subcortical ischemic vascular dementia,diffusion tensor imaging;MRI,Corpus Callosum - Genu;Corpus Callosum - Splenium;Corpus Callosum,,single study,FA,,t-test,decrease,SIVD patients vs healthy controls,yes,yes,yes,Vascular Dementia
38297073,,,,,,,,,,,,,no,no,no,
39107406,Microstructural brain assessment in late-life depression and apathy using diffusion MRI multi-compartments models and tractometry,humans,late-life depression;Healthy controls,diffusion MRI,Cingulum;striato-premotor tracts;Corpus Callosum,,single study,,,principal component analysis;multivariate statistical analysis,,late-life depression vs Healthy controls,yes,yes,no,
12955221,,humans,healthy controls;Alzheimer's disease,diffusion tensor imaging,Corpus Callosum - Genu,,single study,FA;MD;ADC,,t-test,decrease,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
26505297,Application of neurite orientation dispersion and density imaging (NODDI) to a tau pathology model of Alzheimers disease,mice,,diffusion MRI;dMRI,Corpus Callosum,,single study,FA;NDI,,,,,yes,no,no,Alzheimers Disease
23224456,Diffusion Tensor Imaging of Neuropsychiatric Symptoms in Mild Cognitive Impairment and Alzheimers Dementia,humans,Mild Cognitive Impairment;Alzheimer's disease,diffusion MRI;Anatomical MRI,Fornix;Splenium;Anterior Cingulum;Cerebral Peduncle;Cingulum Bundle,,single study,FA,,logistic regression,decrease,relationship between neuropsychiatric symptoms and white matter integrity in MCI and AD,yes,yes,yes,Alzheimers Disease
24237038,The association between biomarkers in cerebrospinal fluid and structural changes in the brain in patients with Alzheimers disease,humans,subjective cognitive impairment;mild cognitive impairment;Alzheimer's disease,diffusion MRI,,,single study,FA;MD,,,,CSF biomarkers vs structural brain changes in Alzheimer's disease,yes,yes,yes,Alzheimers Disease
36087430,Why can spontaneous intracranial hypotension cause behavioral changes? A case report and multimodality neuroimaging comparison with frontotemporal dementia,humans,Frontotemporal dementia;Cognitively healthy controls,MRI,Corpus Callosum - Posterior Midbody,,single study,,,,decrease,FBSS patient vs bvFTD patients vs healthy controls,no,yes,yes,
21340578,"DTI studies in patients with Alzheimers disease, mild cognitive impairment, or normal cognition with evaluation of the intrinsic background gradients",humans,mild cognitive impairment;cognitively normal aging;Alzheimer's disease,diffusion MRI,Cingulum;Inferior Fronto-Occipital Fasciculus;Anterior Thalamic Radiation;Cingulum Bundle;Inferior Longitudinal Fasciculus,,single study,FA;MD,,ANOVA,increase,AD patients vs MCI and CN subjects,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
25354135,Clinical Investigative Study Structural Connectivity Changes Underlying Altered Working Memory Networks in Mild Cognitive Impairment: A Three-Way Image Fusion Analysis,humans,Healthy elderly controls;Mild Cognitive Impairment;Alzheimer's disease,diffusion MRI;fMRI,Global;Corticospinal Tract,,single study,FA,,,decrease,MCI/AD subjects vs controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
15171548,"An official website of the United States government Heres how you know . 2004 Apr;26(2):134-8. Relationship between the data from MR-diffusion tensor imaging and the clinical cognitive evaluation in Alzheimers disease Article in Chinese Ye Sun , Xiang-ke Du, Zhen-xin Zhang, Xia Chen Affiliations PMID: 15171548",humans,controls;Alzheimer's disease,MR-diffusion tensor imaging,Corpus Callosum - Genu,,single study,FA,,t-test;correlation,,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
31352218,NeuroImage: Clinical,humans,TBI-MDD;TBI patients;TBI-NON;controls,DTI;PET;MRI,Cingulum;Uncinate Fasciculus,,single study,FA,,voxelwise analysis;region-of-interest analyses,decrease,TBI patients vs controls,yes,yes,no,
25076830,Mapping of ApoE4 Related White Matter Damage using Diffusion MRI,humans,Alzheimer's disease,diffusion MRI,posterior cingulate,,single study,,,correlation,,ApoE ε4 carriers vs non-carriers,yes,yes,yes,Alzheimers Disease
20404309,Gray and white matter water diffusion in the syndromic variants of frontotemporal dementia,humans,progressive nonfluent aphasia;behavioral variant frontotemporal dementia;semantic dementia;controls,diffusion MRI;3-T MRI,Inferior Longitudinal Fasciculus;Uncinate Fasciculus;Superior Longitudinal Fasciculus,,single study,FA;MD;RD,,,,"bvFTD, SMD, and PNFA patients vs controls",yes,yes,yes,Progressive Hemispheric Frontotemporal Dementia;Behavioral Variant Frontotemporal Dementia;Semantic Variant Of Primary Progressive Aphasia
24636489,Lack of association of the rs1344706 ZNF804A variant with cognitive functions and DTI indices of white matter microstructure in two independent healthy populations,humans,Healthy controls,diffusion MRI,,,single study,FA;RD,,voxel-wise statistical modeling,no mention,association of rs1344706 with cognitive functions and DTI indices,yes,yes,no,
34636637,Diffusion Tensor MRI Structural Connectivity and PET Amyloid Burden in Preclinical Autosomal Dominant Alzheimer Disease: The DIAN Cohort,humans,,diffusion MRI,,,single study,,,,,,yes,yes,yes,Alzheimers Disease
33530016,Comparison of regional brain deficit patterns in common psychiatric and neurological disorders as revealed by big data,humans,anxiety disorder;Parkinson's disease;Alzheimer's disease;major depressive disorder;healthy controls;bipolar disorder,,,,single study,,,t-test,,major depressive disorder vs controls;Parkinson's disease vs controls;Alzheimer's disease vs controls,no,yes,yes,Alzheimers Disease
33108404,Plasma neurofilament light protein correlates with diffusion tensor imaging metrics in frontotemporal dementia,humans,behavioral variant frontotemporal dementia,diffusion tensor imaging,Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Anterior Thalamic Radiation;Dorsal Cingulum Bundle,,single study,FA,,tract specific analysis;voxel-wise analysis,decrease,plasma NfL levels vs white matter degeneration in bvFTD,yes,yes,yes,Frontotemporal Dementia
22430530,Multiple Diffusivities Define White Matter Degeneration in Amnestic Mild Cognitive Impairment and Alzheimers Disease,humans,mild AD patients;normal controls;aMCI patients,diffusion MRI;Anatomical MRI,,SPM,single study,FA;MD;AD;RD,,voxel-based morphometry;tract-based spatial statistics,decrease,aMCI patients vs mild AD patients,yes,yes,yes,Alzheimers Disease
23701948,APOE-related biomarker profiles in non-pathological aging and early phases of Alzheimers disease ଝ,,,,,,review,,,,,,no,no,no,
21803153,White matter integrity and vulnerability to Alzheimers disease: Preliminary findings and future directions,humans,amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI,Parahippocampal WM;Cingulum;Inferior Fronto-Occipital Fasciculus;Splenium Of Corpus Callosum,,review,radial diffusivity,,,decrease,AD-risk individuals vs symptomatic AD,yes,yes,yes,Alzheimers Disease
22617636,Discovering Alzheimers disease and bipolar disorder white matter effects building computer aided diagnostic systems on brain diffusion tensor imaging features,humans,bipolar disorder;healthy controls;Alzheimer's disease,diffusion tensor imaging,,,single study,FA,,,,Alzheimer's disease vs bipolar disorder vs healthy controls,yes,yes,yes,Alzheimers Disease
20339558,Surface-Based Analysis on Shape and Fractional Anisotropy of White Matter Tracts in Alzheimers Disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Cingulum;Sagittal Stratum,LDDMM,single study,FA,,,decrease,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
23149037,Structural and functional cortical disconnection in Alzheimers disease: A combined study using diffusion tensor imaging and transcranial magnetic stimulation,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Corticospinal Tract;Corpus Callosum,,single study,FA;MD,,,decrease,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
23644540,In vivo quantitative whole-brain diffusion tensor imaging analysis of APPPS1 transgenic mice using voxel-based and atlas-based methods,mice,,diffusion MRI,,,single study,FA;DA,,,,,yes,no,no,
28487471,Using DTI to assess white matter microstructure in cerebral small vessel disease (SVD) in multicentre studies,humans,,diffusion MRI,,,single study,FA;MD,,multiple linear regression,no mention,DTI metrics and cognition in cerebral small vessel disease,yes,yes,no,Cerebral Small Vessel Disease
21674695,Disruption of Limbic White Matter Pathways in Mild Cognitive Impairment and Alzheimers Disease: A DTIFDG-PET Study,humans,Mild Cognitive Impairment;Normal Controls;Alzheimer's disease,FDG-PET;diffusion MRI,Descending Cingulum;Cingulum Bundle;Fornix,,single study,FA,,,decrease,MCI and AD patients vs Normal Controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
23370057,An unbiased longitudinal analysis framework for tracking white matter changes using diffusion tensor imaging with application to Alzheimers disease,humans,Alzheimer's disease,diffusion MRI,,,single study,FA,,test-retest design,,DTI pipeline comparison in Alzheimer's disease,yes,yes,yes,Alzheimers Disease
20724035,A complementary diffusion tensor imaging (DTI)-histological study in a model of Huntingtons disease,rats,,diffusion MRI,,,single study,FA;MD;AD;RD,,,,,yes,no,no,
25537012,Diffusion Tensor Imaging Reveals Visual Pathway Damage in Patients with Mild Cognitive Impairment and Alzheimers Disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI;DTI,Corpus Callosum - Splenium;Optic Radiation,,single study,FA;MD;RD,,,decrease,MCI and AD patients vs controls,yes,yes,yes,Alzheimers Disease
25016128,Structural and Microstructural Brain Changes Predict Impairment in Daily Functioning,humans,nondemented individuals,MRI,,,single study,RD;MD;AD,,logistic regression;linear regression,decrease,association of brain changes with activities of daily living,no,yes,no,
24480090,"White matter connectivity reflects clinical and cognitive status in Huntingtons disease  ,  ,",humans,premanifest Huntington's disease;controls;symptomatic Huntington's disease,diffusion tensor imaging,fronto-parietal tract;putamen-prefrontal tract;caudate-paracentral tracts;caudate;putamen,,single study,RD;FA,,network based statistics,decrease,premanifest vs symptomatic Huntington's disease;Huntington's disease vs controls,yes,yes,no,Huntington's disease
22569999,A diffusion tensor imaging and neuropsychological study of prospective memory impairment in South African HIV positive individuals,humans,HIV positive;Healthy controls,diffusion MRI,Superior Corona Radiata;Cingulum;Corpus Callosum,,single study,FA;MD,,t-test,decrease,HIV positive individuals vs healthy controls,yes,yes,no,
16552012,Diffusion Alterations in Corpus Callosum of Patients with HIV,humans,controls;HIV patients,diffusion MRI,Corpus Callosum - Genu;Corpus Callosum - Splenium,,single study,FA;MD,,,decrease,HIV patients vs controls,yes,yes,yes,
24080382,in vivo quantification of white matter microstructure for use in aging: A focus on two emerging techniques,humans,,diffusion tensor imaging,,,review,,,,,,yes,yes,no,
22078796,Multicenter stability of diffusion tensor imaging measures: A European clinical and physical phantom study,humans,Healthy elderly controls;Alzheimer's disease,diffusion MRI,,,single study,FA,,,,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
36601694,Whole-brain DTI parameters associated with tau protein and hippocampal volume in Alzheimers disease,humans,Healthy controls;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI,Fornix;Hippocampal Cingulum,,single study,FA,,linear regression,decrease,Alzheimer's disease patients vs controls,yes,yes,yes,Alzheimers Disease
20808130,Specific Anatomic Associations Between White Matter Integrity and Cognitive Reserve in Normal and Cognitively Impaired Elders,humans,Healthy Elders;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI,Corpus Callosum - Genu,TBSS,single study,FA,,correlation,decrease,healthy elders vs amnestic mild cognitive impairment vs Alzheimer's disease,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
22256149,,humans,elderly healthy controls;amnestic Mild Cognitive Impairment;Alzheimer's disease,diffusion tensor imaging,Corpus Callosum,TBSS,single study,FA,,ANOVA,decrease,AD vs HC;aMCI vs HC,yes,yes,yes,Alzheimers Disease
22383234,White Matter Alterations in Cognitively Normal apoE 2 Carriers: Insight into Alzheimer Resistance?,humans,apoE 33 subjects as controls;cognitively normal elderly apoE 2 carriers,diffusion MRI,Anterior Limb Of Internal Capsule;Posterior Cingulate;Superior Longitudinal Fasciculus;Corpus Callosum;Anterior Corpus Callosum,TBSS,single study,FA;MD;AD;RD,,ROI approach,increase,apoE 2 carriers vs apoE 33 controls,yes,yes,no,
32671535,Accelerated epigenetic aging in adolescents from low-income households is associated with altered development of brain structures,,,,,,single study,,,,,,no,no,no,
28017479,Psychiatry Research Neuroimaging,humans,mild cognitive impairment;healthy controls;Alzheimer's disease,diffusion MRI,Fornix,Explore DTI;FSL,single study,FA;MD,,,decrease,Alzheimer's patients vs healthy controls;MCI patients vs healthy controls,yes,yes,yes,Alzheimers Disease
19546655,Diffusion Tensor Imaging of the Posterior Cingulate is a Useful Biomarker of Mild Cognitive Impairment,humans,Mild Cognitive Impairment,structural MRI;diffusion MRI,Parahippocampal White Matter;Posterior Cingulate;Corpus Callosum - Splenium;Occipital White Matter;Frontal White Matter;Internal Capsule,,single study,FA;MD,,binary logistic regression,decrease,amnestic MCI vs nonamnestic MCI vs controls,yes,yes,no,
20947245,A primary study of diffusion tensor imaging-based histogram analysis in vascular cognitive impairment with no dementia,humans,vascular cognitive impairment with no dementia;cognitive-normal subjects,diffusion MRI;Anatomical MRI,,,single study,FA;MD,,,decrease,VCIND patients vs cognitive-normal subjects,yes,yes,no,
24067771,White Matter Characteristics of Idiopathic Normal Pressure Hydrocephalus: A Diffusion Tensor Tract-Based Spatial Statistic Study,humans,Idiopathic Normal Pressure Hydrocephalus;Elderly persons,diffusion MRI,posterior limb of internal capsule;Cerebral Peduncle;Corpus Callosum,TBSS,single study,FA,standard,t-test,decrease,INPH patients vs controls,yes,yes,no,Idiopathic Normal Pressure Hydrocephalus
