pmcid,ext-link-type,href
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/14645885
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16271806
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22430530
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21256236
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21397702
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/23100402
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17689104
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16801648
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21987546
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18829694
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18246334
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17680921
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18977450
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18041273
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22484410
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16899392
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18044571
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19439421
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17200485
5200876,uri,http://adni.loni.usc.edu
5200876,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
5200876,uri,http://www.adni-info.org
5200876,uri,http://fsl.fmrib.ox.ac.uk
5200876,uri,http://www.fnih.org
5200876,uri,https://adni.loni.usc.edu/wp-content/uploads/2008/07/adni2-procedures-manual.pdf
5200876,uri,http://www.who.int/mediacentre/factsheets/fs362/en/
6872975,uri,http://loop.frontiersin.org/people/171792/overview
6872975,uri,http://loop.frontiersin.org/people/755447/overview
6872975,uri,http://loop.frontiersin.org/people/661026/overview
6872975,uri,http://loop.frontiersin.org/people/747941/overview
6872975,uri,http://loop.frontiersin.org/people/174813/overview
6872975,uri,http://loop.frontiersin.org/people/338682/overview
6872975,uri,http://adni.loni.usc.edu/methods/
6872975,uri,http://www.fmrib.ox.ac.uk/fsl/
3132541,uri,http://www.fil.ion.ucl.ac.uk/spm/software/spm8/
3132541,uri,http://www.ut-radiology.umin.jp/people/masutani/dTV.htm
3132541,uri,http://www.r-project.org/
11111894,uri,https://loop.frontiersin.org/people/2392022/overview
11111894,uri,https://loop.frontiersin.org/people/2698682/overview
11111894,uri,https://loop.frontiersin.org/people/737393/overview
11111894,uri,https://loop.frontiersin.org/people/1495001/overview
11111894,uri,https://loop.frontiersin.org/people/1922020/overview
11111894,uri,https://loop.frontiersin.org/people/1578705/overview
11111894,uri,http://www.cai2r.net
11111894,uri,https://cam-can.mrc-cbu.cam.ac.uk/
11111894,uri,https://github.com/rf2485/camcan_scd_dMRI_paper
11111894,uri,https://www.frontiersin.org/articles/10.3389/fneur.2024.1360273/full#supplementary-material
9616370,uri,http://www.svds-at-target.eu
9616370,uri,http://www.neuro.uni-jena.de/cat/
9616370,uri,http://www.fil.ion.ucl.ac.uk/spm
9616370,uri,https://wmh.isi.uu.nl/wp-content/uploads/2018/08/coroflo.pdf
5349685,uri,https://creativecommons.org/publicdomain/zero/1.0/
5349685,uri,http://www.nitrc.org/projects/dtitk/
5349685,uri,http://cmic.cs.ucl.ac.uk/camino/
7235062,uri,http://creativecommons.org/licenses/by/4.0/
7235062,uri,http://ric.uthscsa.edu/mango/
7235062,uri,http://sourceforge.net/projects/niftyreg/
7235062,uri,http://www.tractor-mri.org.uk/diffusion-processing)
7235062,uri,https://sourceforge.net/projects/bric1936/
11872816,uri,https://creativecommons.org/licenses/by/4.0/
11872816,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/
9693722,uri,http://loop.frontiersin.org/people/845434/overview
9693722,uri,http://loop.frontiersin.org/people/874623/overview
9693722,uri,http://loop.frontiersin.org/people/620707/overview
9693722,uri,http://loop.frontiersin.org/people/1436278/overview
9693722,uri,http://loop.frontiersin.org/people/245241/overview
9693722,uri,http://loop.frontiersin.org/people/609077/overview
9693722,uri,http://loop.frontiersin.org/people/614886/overview
9693722,uri,http://loop.frontiersin.org/people/2050413/overview
9693722,uri,http://loop.frontiersin.org/people/429945/overview
9693722,uri,http://loop.frontiersin.org/people/54889/overview
9693722,uri,http://loop.frontiersin.org/people/1770474/overview
9693722,uri,http://loop.frontiersin.org/people/413231/overview
9693722,uri,http://loop.frontiersin.org/people/405023/overview
9693722,uri,http://www.psmd-marker.com
9693722,uri,https://surfer.nmr.mgh.harvard.edu
9693722,uri,http://www.statistical-modelling.de/lst.html
9693722,uri,https://www.frontiersin.org/articles/10.3389/fnins.2022.1051038/full#supplementary-material
6801158,uri,http://creativecommons.org/licenses/by/4.0/
4305215,uri,http://wileyonlinelibrary.com
4305215,uri,http://dti-tk.sourceforge.net
4305215,uri,http://www.annalsofneurology.org
4305215,uri,http://casereports.bmj.com/cgi/doi/10.1136/bcr-2012-008077
5664300,uri,http://neurology.org/lookup/doi/10.1212/WNL.0000000000004594
5664300,uri,https://creativecommons.org/licenses/by/4.0/
5664300,uri,http://public.ukcrn.org.uk/
9292816,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
9292816,uri,http://adni.loni.usc.edu
9292816,uri,http://adni.loni.usc.edu/wpcontent/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
9292816,uri,http://adni.loni.usc.edu/
9292816,uri,https://neurovault.org/images/1401/
9292816,uri,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XCCE9Q
5167220,uri,http://fsl.fmrib.ox.ac.uk/fsl/
5167220,uri,http://cmic.cs.ucl.ac.uk/camino/
11345637,uri,https://creativecommons.org/licenses/by-nc/4.0/
11345637,uri,http://www.statistical-modelling.de/lst.html
11345637,uri,https://scikit-image.org/
11345637,uri,http://dipy.org
11345637,uri,http://www.cusabio.com
6390411,uri,https://loop.frontiersin.org/people/594885/overview
6390411,uri,https://loop.frontiersin.org/people/678457/overview
6390411,uri,https://loop.frontiersin.org/people/679126/overview
6390411,uri,https://loop.frontiersin.org/people/51980/overview
6390411,uri,https://loop.frontiersin.org/people/6851/overview
6390411,uri,http://adni.loni.usc.edu
6390411,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
6390411,uri,http://www.fnih.org
6390411,uri,http://adni.loni.usc.edu/methods/documents/mri-protocols/
6390411,uri,https://ida.loni.usc.edu/
6390411,uri,https://adni.bitbucket.io/reference/docs/DTIROI/DTI-ADNI_Methods-Thompson-Oct2012.pdf
6390411,uri,http://cmrm.med.jhmi.edu/cmrm/atlas/human_data/file/AtlasExplanation2.htm
6390411,uri,https://www.frontiersin.org/articles/10.3389/fninf.2019.00002/full#supplementary-material
6390411,uri,http://www.ajnr.org/content/24/4/638.long
6390411,uri,https://www.researchgate.net/publication/325737885_Cross-vendor_and_Cross-protocol_harmonisation_of_diffusion_MRI_data_a_comparative_study
11497707,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11497707,uri,http://surfer.nmr.mgh.harvard.edu/
11497707,uri,http://www.math.mcgill.ca/keith/surfstat/
11497707,uri,https://github.com/rmarkello/abagen
11497707,uri,https://metascape.org/
11497707,uri,https://4rtni-ftldni.ini.usc.edu/
9194644,uri,https://www.sciencedirect.com/topics/medicine-and-dentistry/pleiotropy
9194644,uri,https://doi.org/10.1016/j.nicl.2022.103077
9935650,uri,https://creativecommons.org/licenses/by/4.0/
9935650,uri,http://clinicaltrials.gov
9935650,pmc:clinical-trial,NCT03308305
9935650,uri,https://richtlijnendatabase.nl/richtlijn/prognose_van_postanoxisch_coma/neurofysiologisch_onderzoek_postanoxisch_coma.html
3305887,uri,http://www.fmrib.ox.ac.uk/fsl/
3305887,uri,http://cmrm.med.jhmi.edu
6978216,uri,https://www.fil.ion.ucl.ac.uk/spm/
6978216,uri,https://sites.google.com/site/bctnet/
6978216,uri,https://www.r-project.org/
6978216,uri,https://doi.org/10.1016/j.nicl.2019.102048
11335690,uri,https://loop.frontiersin.org/people/946684/overview
11335690,uri,https://loop.frontiersin.org/people/2121425/overview
11335690,uri,https://loop.frontiersin.org/people/2790043/overview
11335690,uri,https://loop.frontiersin.org/people/2790341/overview
11335690,uri,https://loop.frontiersin.org/people/2405423/overview
11335690,uri,https://loop.frontiersin.org/people/590009/overview
11335690,uri,https://loop.frontiersin.org/people/2281239/overview
11335690,uri,https://loop.frontiersin.org/people/1063385/overview
11335690,uri,https://loop.frontiersin.org/people/92997/overview
11335690,uri,https://loop.frontiersin.org/people/473135/overview
11019668,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11019668,uri,http://www.nitrc.org/projects/conn
11019668,pmc:entrez-nucleotide,AG026395
5624890,uri,http://creativecommons.org/licenses/by/4.0/
5624890,uri,http://www.ppmi-info.org/
5624890,uri,http://fsl.fmrib.ox.ac.uk/fsl
5624890,uri,http://dsi-studio.labsolver.org
5624890,uri,http://www.ppmi-info.org/data
5624890,uri,http://www.ppmi-info.org
5624890,uri,http://www.ppmi-info.org/fundingpartners
11755477,uri,https://adni.loni.usc.edu/
11755477,uri,https://github.com/rordenlab/dcm2niix
11755477,uri,https://www.mrtrix.org/
11755477,uri,https://github.com/ANTsX/ANTs
11755477,uri,www.mathworks.com
11755477,uri,https://github.com/Jfortin1/ComBatHarmonization
11755477,uri,www.r-project.org
11755477,uri,https://www.rstudio.com/categories/rstudio-ide/
11755477,uri,www.fnih.org
11755477,uri,https://creativecommons.org/licenses/by/4.0/
8689627,uri,https://creativecommons.org/licenses/by/4.0/
8689627,uri,https://us.sagepub.com/en-us/nam/open-access-at-sage
8689627,uri,https://orcid.org/0000-0001-9259-1060
4207674,uri,http://www.lirh.it
4207674,uri,http://www.fmrib.ox.ac.uk/fsl/
4207674,uri,http://www.fmrib.ox.ac.uk/fsl/bet2/index.html
4207674,uri,http://www.trackvis.org
5534111,uri,http://creativecommons.org/licenses/by/4.0/
5534111,uri,http://creativecommons.org/publicdomain/zero/1.0/
5331035,uri,http://loop.frontiersin.org/people/301003/overview
5331035,uri,http://loop.frontiersin.org/people/342896/overview
5331035,uri,http://loop.frontiersin.org/people/405216/overview
5331035,uri,http://loop.frontiersin.org/people/401346/overview
5331035,uri,http://loop.frontiersin.org/people/414718/overview
5331035,uri,http://loop.frontiersin.org/people/338777/overview
5331035,uri,http://loop.frontiersin.org/people/307645/overview
5331035,uri,http://loop.frontiersin.org/people/4571/overview
5331035,uri,http://adni.loni.usc.edu/data-samples/access-data/
5331035,uri,http://www.fmrib.ox.ac.uk/fsl
5331035,uri,https://www.nice.org.uk/guidance/ta217
7998032,uri,http://creativecommons.org/licenses/by/4.0/
7998032,uri,http://oasis-brains.org/
10642051,uri,https://creativecommons.org/licenses/by/4.0/
10642051,uri,https://creativecommons.org/publicdomain/zero/1.0/
10642051,uri,http://www.fil.ion.ucl.ac.uk/spm
10642051,uri,http://www.nitrc.org/projects/panda/
10925090,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
10925090,uri,https://github.com/ahzhu/eharmonize
10925090,uri,http://www.centilebrain.org/
10925090,uri,https://github.com/rpomponio/neuroHarmonize
10925090,uri,https://github.com/andy1764/CovBat_Harmonization
10925090,uri,https://github.com/ahzhu/neuroharmonize
10925090,uri,https://abcdstudy.org/
10925090,uri,https://abcdstudy.org/federal-partners.html
10925090,uri,https://abcdstudy.org/consortium_members/
10925090,doi,10.15154/1523041
10925090,uri,http://adni.loni.usc.edu
10925090,uri,http://www.adni-info.org/
10925090,uri,http://www.fnih.org/
10925090,doi,10.15154/1520708
10925090,uri,http://www.ppmi-info.org/access-data-specimens/download-data
10925090,uri,http://www.ppmi-info.org/
10925090,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
7005463,uri,http://www.fmrib.ox.ac.uk/fsl
7005463,uri,http://dx.doi.org/10.13039/100004313
7005463,uri,http://dx.doi.org/10.13039/100006662
6221120,uri,http://creativecommons.org/licenses/by/4.0/
6221120,uri,http://nitrc.org/projects/noddi_toolbox
6221120,uri,https://www.fmrib.ox.ac.uk/fsl
6221120,uri,http://dti-tk.sf.net
6221120,uri,http://wileyonlinelibrary.com
6221120,uri,https://onlinelibrary.wiley.com/doi/full/10.1002/acn3.445
9985137,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
9985137,uri,https://www.github.com/pyushkevich/greedy
9985137,doi,10.1016/j.neurobiolaging.2022.12.016
9985137,doi,10.1016/j.neuroimage.2015.11.027
9985137,uri,http://www.linkinghub.elsevier.com/retrieve/pii/S1053811915010496
9985137,doi,10.1002/nbm.4226
9985137,doi,10.1093/brain/awac298
9985137,doi,10.1093/brain/awac298/6661441
9985137,doi,10.1002/mrm.20508
9985137,doi,10.1002/hbm.24542
9985137,doi,10.1016/j.neuroimage.2018.09.075
9985137,uri,https://www.linkinghub.elsevier.com/retrieve/pii/S1053811918319475
9985137,doi,10.1016/j.neuroimage.2016.02.039
9985137,uri,https://www.linkinghub.elsevier.com/retrieve/pii/S1053811916001488
11813630,uri,https://creativecommons.org/licenses/by/4.0/
11813630,uri,https://www.crd.york.ac.uk/prospero/display_record.php
8959640,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
8959640,uri,https://markvcid.partners.org/
8959640,uri,https://markvcid.partners.org/consortium-protocols-resources
11484424,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11484424,uri,http://www.fmrib.ox.ac.uk/fsl
11484424,uri,http://www.bic.mni.mcgill.ca/software/
11484424,uri,http://www.fmrib.ox.ac.uk/fsl/
11160843,uri,https://creativecommons.org/licenses/by-nc/4.0/
3902504,uri,http://creativecommons.org/licenses/by-nc/3.0/
3902504,uri,http://dx.doi.org/10.1002/hbm.22302
